filename	mictype	roomsize	distance
crisp_phase3/M1_phase3_small_3m/timit/data/TRAIN/DR1/MDAC0/SI631.WAV	M1	small	3m
crisp_phase3/M1_phase3_large_1m/timit/data/TRAIN/DR1/MDPK0/SX333.WAV	M1	large	1m
crisp_phase3/D5_phase3_large_3m/timit/data/TRAIN/DR1/MDAC0/SX451.WAV	D5	large	3m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MCPM0/SX384.WAV	C1	large	0.02m
crisp_phase3/M1_phase3_large_7m/timit/data/TRAIN/DR1/FETB0/SX248.WAV	M1	large	7m
crisp_phase3/D5_phase3_large_9m/timit/data/TRAIN/DR1/MGRL0/SI1497.WAV	D5	large	9m
Mobile_Recording/phase3/Samsung/med_1m/420.wav	Samsung	med	1m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/MCPM0/SI564.WAV	D2	small	3m
crisp_phase3/D2_phase3_mid_5m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	D2	mid	5m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/FCJF0/SX307.WAV	D5	large	0.02m
crisp_phase3/M1_phase3_mid_3m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	M1	mid	3m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/FDML0/SI1149.WAV	M1	large	3m
crisp_phase3/D5_phase3_small_1m/timit/data/TRAIN/DR1/FDML0/SX339.WAV	D5	small	1m
crisp_phase3/C2_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SX451.WAV	C2	large	0.02m
Mobile_Recording/phase3/LG/med_5m/15.wav	LG	med	5m
Mobile_Recording/phase3/Moto/med_3m/595.wav	Moto	med	3m
crisp_phase3/D5_phase3_large_5m/timit/data/TRAIN/DR1/MDAC0/SX271.WAV	D5	large	5m
Mobile_Recording/phase3/Moto/large_3m/305.wav	Moto	large	3m
Mobile_Recording/phase3/Mi/large_close/155.wav	Mi	large	0.02m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/MEDR0/SA2.WAV	D2	large	9m
Mobile_Recording/phase3/LG/small_3m/140.wav	LG	small	3m
crisp_phase3/M1_phase3_small_3m/timit/data/TRAIN/DR1/MDPK0/SX63.WAV	M1	small	3m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/MGRL0/SX147.WAV	D5	large	7m
Mobile_Recording/phase3/LG/med_5m/280.wav	LG	med	5m
Mobile_Recording/phase3/LG/large_close/15.wav	LG	large	0.02m
crisp_phase3/M1_phase3_mid_5m/timit/data/TRAIN/DR1/MDPK0/SI552.WAV	M1	mid	5m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/FECD0/SI788.WAV	D2	small	3m
Mobile_Recording/phase3/LG/large_1m/605.wav	LG	large	1m
Mobile_Recording/phase3/Mi/small_1m/25.wav	Mi	small	1m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/FDAW0/SA2.WAV	C2	large	7m
Mobile_Recording/phase3/Mi/large_1m/90.wav	Mi	large	1m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FETB0/SI1148.WAV	M1	large	5m
Mobile_Recording/phase3/Moto/small_1m/215.wav	Moto	small	1m
crisp_phase3/D5_phase3_large_9m/timit/data/TRAIN/DR1/FETB0/SX338.WAV	D5	large	9m
crisp_phase3/D5_phase3_large_5m/timit/data/TRAIN/DR1/MDAC0/SX451.WAV	D5	large	5m
Mobile_Recording/phase3/Moto/med_3m/55.wav	Moto	med	3m
crisp_phase3/D2_phase3_large_3m/timit/data/TRAIN/DR1/FCJF0/SI1657.WAV	D2	large	3m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MCPM0/SX114.WAV	C1	large	0.02m
crisp_phase3/D5_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SX63.WAV	D5	small	1m
crisp_phase3/D5_phase3_mid_5m/timit/data/TRAIN/DR1/MEDR0/SA2.WAV	D5	mid	5m
crisp_phase3/D2_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SA2.WAV	D2	small	1m
crisp_phase3/C1_phase3_mid_5m/timit/data/TRAIN/DR1/FDAW0/SX146.WAV	C1	mid	5m
Mobile_Recording/phase3/Samsung/large_1m/155.wav	Samsung	large	1m
Mobile_Recording/phase3/Mi/large_3m/395.wav	Mi	large	3m
crisp_phase3/C2_phase3_mid_3m/timit/data/TRAIN/DR1/MCPM0/SA1.WAV	C2	mid	3m
Mobile_Recording/phase3/LG/med_5m/30.wav	LG	med	5m
crisp_phase3/D2_phase3_mid_3m/timit/data/TRAIN/DR1/MDAC0/SI631.WAV	D2	mid	3m
crisp_phase3/M1_phase3_small_3m/timit/data/TRAIN/DR1/MGRL0/SI2127.WAV	M1	small	3m
Mobile_Recording/phase3/LG/large_close/195.wav	LG	large	0.02m
Mobile_Recording/phase3/Samsung/small_1m/410.wav	Samsung	small	1m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/FDML0/SI1149.WAV	D5	mid	3m
Mobile_Recording/phase3/LG/med_1m/235.wav	LG	med	1m
crisp_phase3/D2_phase3_mid_1m/timit/data/TRAIN/DR1/FCJF0/SX217.WAV	D2	mid	1m
Mobile_Recording/phase3/Moto/small_1m/490.wav	Moto	small	1m
crisp_phase3/M1_phase3_mid_3m/timit/data/TRAIN/DR1/MDAC0/SI1837.WAV	M1	mid	3m
crisp_phase3/C2_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SX91.WAV	C2	large	0.02m
Mobile_Recording/phase3/LG/med_3m/110.wav	LG	med	3m
Mobile_Recording/phase3/Samsung/large_1m/110.wav	Samsung	large	1m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/MDAC0/SI631.WAV	C2	mid	1m
Mobile_Recording/phase3/Samsung/large_3m/50.wav	Samsung	large	3m
Mobile_Recording/phase3/Moto/small_1m/235.wav	Moto	small	1m
crisp_phase3/C1_phase3_large_5m/timit/data/TRAIN/DR1/MEDR0/SI1374.WAV	C1	large	5m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/FDML0/SX249.WAV	C1	large	0.02m
crisp_phase3/M1_phase3_large_9m/timit/data/TRAIN/DR1/FCJF0/SI1657.WAV	M1	large	9m
crisp_phase3/D4_phase3_small_1m/timit/data/TRAIN/DR1/MCPM0/SX294.WAV	D4	small	1m
Mobile_Recording/phase3/Mi/med_1m/595.wav	Mi	med	1m
crisp_phase3/D5_phase3_large_3m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	D5	large	3m
Mobile_Recording/phase3/LG/large_1m/530.wav	LG	large	1m
crisp_phase3/C1_phase3_large_5m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	C1	large	5m
crisp_phase3/D2_phase3_large_close/timit/data/TRAIN/DR1/FDML0/SI2075.WAV	D2	large	0.02m
crisp_phase3/C1_phase3_small_1m/timit/data/TRAIN/DR1/FDML0/SA2.WAV	C1	small	1m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/FECD0/SA2.WAV	C2	large	9m
Mobile_Recording/phase3/Samsung/med_1m/265.wav	Samsung	med	1m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/FECD0/SA1.WAV	D5	mid	3m
crisp_phase3/C1_phase3_mid_5m/timit/data/TRAIN/DR1/MDAC0/SI1837.WAV	C1	mid	5m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/MDPK0/SX63.WAV	C2	mid	1m
crisp_phase3/D5_phase3_mid_1m/timit/data/TRAIN/DR1/MDAC0/SI1261.WAV	D5	mid	1m
crisp_phase3/M1_phase3_large_9m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	M1	large	9m
crisp_phase3/D5_phase3_large_3m/timit/data/TRAIN/DR1/MGRL0/SA1.WAV	D5	large	3m
Mobile_Recording/phase3/Samsung/small_1m/135.wav	Samsung	small	1m
crisp_phase3/D5_phase3_small_3m/timit/data/TRAIN/DR1/FECD0/SI2048.WAV	D5	small	3m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/FECD0/SX68.WAV	D2	large	1m
Mobile_Recording/phase3/Samsung/med_3m/215.wav	Samsung	med	3m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/MEDR0/SI1374.WAV	D2	large	5m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/MDAC0/SA2.WAV	D5	mid	3m
crisp_phase3/C2_phase3_small_3m/timit/data/TRAIN/DR1/FDAW0/SX146.WAV	C2	small	3m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/FECD0/SA1.WAV	D2	large	9m
Mobile_Recording/phase3/Mi/med_1m/315.wav	Mi	med	1m
crisp_phase3/M1_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SI631.WAV	M1	large	0.02m
crisp_phase3/D4_phase3_small_1m/timit/data/TRAIN/DR1/FDML0/SI2075.WAV	D4	small	1m
crisp_phase3/C2_phase3_small_3m/timit/data/TRAIN/DR1/MEDR0/SX294.WAV	C2	small	3m
Mobile_Recording/phase3/Samsung/large_3m/5.wav	Samsung	large	3m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	C1	large	7m
Mobile_Recording/phase3/Mi/large_1m/330.wav	Mi	large	1m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MGRL0/SX237.WAV	C1	large	0.02m
Mobile_Recording/phase3/Moto/med_5m/405.wav	Moto	med	5m
Mobile_Recording/phase3/Samsung/large_1m/270.wav	Samsung	large	1m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/MGRL0/SX327.WAV	D5	mid	3m
crisp_phase3/M1_phase3_mid_1m/timit/data/TRAIN/DR1/FETB0/SX68.WAV	M1	mid	1m
Mobile_Recording/phase3/LG/med_1m/570.wav	LG	med	1m
Mobile_Recording/phase3/Moto/med_3m/225.wav	Moto	med	3m
Mobile_Recording/phase3/Samsung/small_3m/86.wav	Samsung	small	3m
crisp_phase3/D5_phase3_mid_5m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	D5	mid	5m
Mobile_Recording/phase3/Moto/med_1m/495.wav	Moto	med	1m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/MDAC0/SI1261.WAV	C1	large	9m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/MEDR0/SA2.WAV	C2	large	7m
crisp_phase3/D2_phase3_mid_3m/timit/data/TRAIN/DR1/MDAC0/SA1.WAV	D2	mid	3m
crisp_phase3/C1_phase3_small_3m/timit/data/TRAIN/DR1/MGRL0/SX147.WAV	C1	small	3m
crisp_phase3/D5_phase3_large_9m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	D5	large	9m
crisp_phase3/D5_phase3_large_5m/timit/data/TRAIN/DR1/FECD0/SA1.WAV	D5	large	5m
Mobile_Recording/phase3/LG/large_1m/565.wav	LG	large	1m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/FETB0/SA2.WAV	D2	large	5m
Mobile_Recording/phase3/Samsung/med_3m/565.wav	Samsung	med	3m
crisp_phase3/C1_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SX423.WAV	C1	small	1m
Mobile_Recording/phase3/LG/large_3m/550.wav	LG	large	3m
Mobile_Recording/phase3/Samsung/small_3m/148.wav	Samsung	small	3m
Mobile_Recording/phase3/Mi/med_1m/165.wav	Mi	med	1m
Mobile_Recording/phase3/Mi/small_3m/36.wav	Mi	small	3m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/FDML0/SX159.WAV	D2	large	5m
Mobile_Recording/phase3/Samsung/large_close/220.wav	Samsung	large	0.02m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/FDML0/SX339.WAV	C1	large	7m
Mobile_Recording/phase3/Samsung/med_1m/455.wav	Samsung	med	1m
crisp_phase3/C1_phase3_mid_5m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	C1	mid	5m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/MEDR0/SX114.WAV	D2	large	5m
crisp_phase3/C1_phase3_large_3m/timit/data/TRAIN/DR1/MDAC0/SX271.WAV	C1	large	3m
Mobile_Recording/phase3/LG/small_1m/105.wav	LG	small	1m
crisp_phase3/C1_phase3_large_5m/timit/data/TRAIN/DR1/MGRL0/SX147.WAV	C1	large	5m
Mobile_Recording/phase3/Moto/med_3m/175.wav	Moto	med	3m
Mobile_Recording/phase3/Mi/large_3m/315.wav	Mi	large	3m
crisp_phase3/D5_phase3_mid_1m/timit/data/TRAIN/DR1/FECD0/SI788.WAV	D5	mid	1m
Mobile_Recording/phase3/Moto/small_3m/26.wav	Moto	small	3m
crisp_phase3/D2_phase3_mid_1m/timit/data/TRAIN/DR1/MCPM0/SX24.WAV	D2	mid	1m
crisp_phase3/M1_phase3_mid_3m/timit/data/TRAIN/DR1/MGRL0/SX417.WAV	M1	mid	3m
crisp_phase3/C2_phase3_small_3m/timit/data/TRAIN/DR1/FETB0/SX248.WAV	C2	small	3m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/MDAC0/SX451.WAV	C2	mid	1m
Mobile_Recording/phase3/Samsung/large_1m/440.wav	Samsung	large	1m
Mobile_Recording/phase3/LG/large_close/110.wav	LG	large	0.02m
Mobile_Recording/phase3/LG/small_1m/150.wav	LG	small	1m
crisp_phase3/C1_phase3_mid_5m/timit/data/TRAIN/DR1/MDAC0/SA2.WAV	C1	mid	5m
Mobile_Recording/phase3/LG/small_1m/155.wav	LG	small	1m
crisp_phase3/D2_phase3_mid_3m/timit/data/TRAIN/DR1/FETB0/SX68.WAV	D2	mid	3m
crisp_phase3/D2_phase3_large_close/timit/data/TRAIN/DR1/MDPK0/SX423.WAV	D2	large	0.02m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/MDPK0/SI1053.WAV	D5	large	1m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/MDPK0/SX423.WAV	C2	large	7m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/MDAC0/SX91.WAV	C2	large	5m
crisp_phase3/C2_phase3_mid_5m/timit/data/TRAIN/DR1/MGRL0/SI1497.WAV	C2	mid	5m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/MCPM0/SI564.WAV	C1	large	9m
Mobile_Recording/phase3/Mi/small_3m/42.wav	Mi	small	3m
crisp_phase3/D5_phase3_mid_1m/timit/data/TRAIN/DR1/MEDR0/SX114.WAV	D5	mid	1m
Mobile_Recording/phase3/Mi/med_5m/495.wav	Mi	med	5m
Mobile_Recording/phase3/Mi/large_close/125.wav	Mi	large	0.02m
crisp_phase3/M1_phase3_large_7m/timit/data/TRAIN/DR1/MCPM0/SI564.WAV	M1	large	7m
Mobile_Recording/phase3/Mi/med_1m/380.wav	Mi	med	1m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/MGRL0/SI2127.WAV	M1	large	3m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/FETB0/SI1148.WAV	D2	small	3m
Mobile_Recording/phase3/Mi/small_1m/60.wav	Mi	small	1m
Mobile_Recording/phase3/Samsung/med_1m/255.wav	Samsung	med	1m
crisp_phase3/D1_phase3_small_1m/timit/data/TRAIN/DR1/MDAC0/SI631.WAV	D1	small	1m
crisp_phase3/C2_phase3_small_3m/timit/data/TRAIN/DR1/MGRL0/SX237.WAV	C2	small	3m
Mobile_Recording/phase3/Mi/small_1m/595.wav	Mi	small	1m
Mobile_Recording/phase3/Moto/large_3m/275.wav	Moto	large	3m
crisp_phase3/C1_phase3_mid_1m/timit/data/TRAIN/DR1/FDAW0/SX416.WAV	C1	mid	1m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/MDAC0/SI631.WAV	C2	large	5m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/FDAW0/SX326.WAV	C2	large	9m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FDML0/SX249.WAV	M1	large	5m
Mobile_Recording/phase3/Samsung/med_3m/175.wav	Samsung	med	3m
Mobile_Recording/phase3/Samsung/med_1m/515.wav	Samsung	med	1m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/MDPK0/SX153.WAV	D2	large	9m
Mobile_Recording/phase3/Samsung/large_close/465.wav	Samsung	large	0.02m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/MDAC0/SX271.WAV	C2	large	7m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/MDPK0/SI1683.WAV	C2	large	9m
Mobile_Recording/phase3/Mi/small_1m/145.wav	Mi	small	1m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SI1053.WAV	C2	small	1m
Mobile_Recording/phase3/Mi/med_5m/125.wav	Mi	med	5m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/MDAC0/SX91.WAV	D5	large	7m
Mobile_Recording/phase3/LG/small_1m/555.wav	LG	small	1m
crisp_phase3/C1_phase3_mid_3m/timit/data/TRAIN/DR1/FDML0/SX249.WAV	C1	mid	3m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MDPK0/SX153.WAV	C1	large	0.02m
crisp_phase3/C1_phase3_large_3m/timit/data/TRAIN/DR1/MCPM0/SA2.WAV	C1	large	3m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SX361.WAV	D5	large	0.02m
Mobile_Recording/phase3/Moto/med_1m/355.wav	Moto	med	1m
Mobile_Recording/phase3/LG/large_3m/435.wav	LG	large	3m
Mobile_Recording/phase3/Mi/med_1m/55.wav	Mi	med	1m
Mobile_Recording/phase3/Mi/small_3m/38.wav	Mi	small	3m
Mobile_Recording/phase3/Mi/med_1m/245.wav	Mi	med	1m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/MCPM0/SI1194.WAV	C1	large	7m
Mobile_Recording/phase3/Samsung/small_1m/15.wav	Samsung	small	1m
crisp_phase3/D2_phase3_small_1m/timit/data/TRAIN/DR1/MEDR0/SX24.WAV	D2	small	1m
Mobile_Recording/phase3/Samsung/large_3m/260.wav	Samsung	large	3m
Mobile_Recording/phase3/Moto/small_1m/145.wav	Moto	small	1m
Mobile_Recording/phase3/Moto/large_close/435.wav	Moto	large	0.02m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/MCPM0/SX384.WAV	D2	small	3m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/FDAW0/SA1.WAV	D5	large	0.02m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/FDAW0/SX236.WAV	C2	mid	1m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	D5	large	7m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/FETB0/SI1148.WAV	C2	large	7m
Mobile_Recording/phase3/Samsung/med_1m/245.wav	Samsung	med	1m
Mobile_Recording/phase3/LG/med_3m/380.wav	LG	med	3m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/MDPK0/SI1683.WAV	D2	small	3m
crisp_phase3/M1_phase3_mid_3m/timit/data/TRAIN/DR1/FCJF0/SX217.WAV	M1	mid	3m
crisp_phase3/M1_phase3_mid_3m/timit/data/TRAIN/DR1/MEDR0/SX24.WAV	M1	mid	3m
crisp_phase3/D2_phase3_large_3m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	D2	large	3m
Mobile_Recording/phase3/Moto/med_3m/245.wav	Moto	med	3m
Mobile_Recording/phase3/Moto/large_close/565.wav	Moto	large	0.02m
crisp_phase3/D2_phase3_mid_5m/timit/data/TRAIN/DR1/MEDR0/SX114.WAV	D2	mid	5m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/MDPK0/SX243.WAV	D5	mid	3m
Mobile_Recording/phase3/Samsung/med_3m/315.wav	Samsung	med	3m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/FDML0/SX249.WAV	C2	mid	1m
crisp_phase3/C1_phase3_large_1m/timit/data/TRAIN/DR1/MDPK0/SX333.WAV	C1	large	1m
Mobile_Recording/phase3/LG/large_3m/55.wav	LG	large	3m
Mobile_Recording/phase3/Mi/small_3m/152.wav	Mi	small	3m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/FDAW0/SX326.WAV	C2	large	3m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/FCJF0/SX127.WAV	C1	large	9m
Mobile_Recording/phase3/Mi/large_3m/165.wav	Mi	large	3m
Mobile_Recording/phase3/LG/small_1m/455.wav	LG	small	1m
crisp_phase3/D2_phase3_large_close/timit/data/TRAIN/DR1/FDAW0/SX236.WAV	D2	large	0.02m
Mobile_Recording/phase3/LG/med_3m/230.wav	LG	med	3m
crisp_phase3/D2_phase3_large_7m/timit/data/TRAIN/DR1/FCJF0/SX37.WAV	D2	large	7m
crisp_phase3/C2_phase3_large_close/timit/data/TRAIN/DR1/FECD0/SI2048.WAV	C2	large	0.02m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/FDML0/SX429.WAV	C2	large	7m
crisp_phase3/D5_phase3_large_3m/timit/data/TRAIN/DR1/FDML0/SX159.WAV	D5	large	3m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/MDPK0/SI552.WAV	D2	large	9m
Mobile_Recording/phase3/Mi/med_3m/605.wav	Mi	med	3m
Mobile_Recording/phase3/Moto/large_close/215.wav	Moto	large	0.02m
Mobile_Recording/phase3/Mi/small_3m/116.wav	Mi	small	3m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/MGRL0/SA1.WAV	C1	large	9m
crisp_phase3/C2_phase3_large_close/timit/data/TRAIN/DR1/FECD0/SX68.WAV	C2	large	0.02m
crisp_phase3/C1_phase3_mid_1m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	C1	mid	1m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/FCJF0/SI1657.WAV	D2	small	3m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FCJF0/SI1657.WAV	C2	small	1m
crisp_phase3/M1_phase3_mid_1m/timit/data/TRAIN/DR1/FCJF0/SX37.WAV	M1	mid	1m
crisp_phase3/M1_phase3_large_7m/timit/data/TRAIN/DR1/MEDR0/SA1.WAV	M1	large	7m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/FECD0/SI788.WAV	C1	large	0.02m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/FCJF0/SX37.WAV	D5	large	7m
crisp_phase3/D5_phase3_mid_5m/timit/data/TRAIN/DR1/MCPM0/SX114.WAV	D5	mid	5m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/MEDR0/SI2004.WAV	C2	large	7m
crisp_phase3/D2_phase3_mid_3m/timit/data/TRAIN/DR1/FECD0/SI788.WAV	D2	mid	3m
crisp_phase3/M1_phase3_large_9m/timit/data/TRAIN/DR1/MGRL0/SA2.WAV	M1	large	9m
Mobile_Recording/phase3/Samsung/large_3m/310.wav	Samsung	large	3m
Mobile_Recording/phase3/LG/large_1m/550.wav	LG	large	1m
Mobile_Recording/phase3/LG/large_3m/355.wav	LG	large	3m
Mobile_Recording/phase3/LG/small_3m/62.wav	LG	small	3m
Mobile_Recording/phase3/Moto/med_3m/185.wav	Moto	med	3m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/MDPK0/SX333.WAV	C2	large	7m
Mobile_Recording/phase3/Moto/small_1m/420.wav	Moto	small	1m
Mobile_Recording/phase3/Moto/large_1m/70.wav	Moto	large	1m
crisp_phase3/M1_phase3_small_3m/timit/data/TRAIN/DR1/MDPK0/SI552.WAV	M1	small	3m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/MGRL0/SA2.WAV	D5	large	7m
Mobile_Recording/phase3/Moto/small_1m/270.wav	Moto	small	1m
crisp_phase3/D5_phase3_small_3m/timit/data/TRAIN/DR1/MCPM0/SI1824.WAV	D5	small	3m
crisp_phase3/D2_phase3_large_close/timit/data/TRAIN/DR1/MDPK0/SX333.WAV	D2	large	0.02m
Mobile_Recording/phase3/Samsung/large_3m/15.wav	Samsung	large	3m
Mobile_Recording/phase3/Mi/large_3m/440.wav	Mi	large	3m
Mobile_Recording/phase3/Mi/small_3m/100.wav	Mi	small	3m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MEDR0/SA2.WAV	C1	large	0.02m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	C1	large	7m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/FCJF0/SX217.WAV	D5	mid	3m
crisp_phase3/D5_phase3_large_5m/timit/data/TRAIN/DR1/MDPK0/SX333.WAV	D5	large	5m
Mobile_Recording/phase3/Samsung/med_1m/445.wav	Samsung	med	1m
Mobile_Recording/phase3/LG/med_1m/245.wav	LG	med	1m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/MCPM0/SX294.WAV	C2	large	9m
crisp_phase3/M1_phase3_small_1m/timit/data/TRAIN/DR1/FDAW0/SX236.WAV	M1	small	1m
crisp_phase3/C1_phase3_large_1m/timit/data/TRAIN/DR1/FDAW0/SX326.WAV	C1	large	1m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	M1	large	3m
crisp_phase3/D5_phase3_small_1m/timit/data/TRAIN/DR1/FDAW0/SA1.WAV	D5	small	1m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	M1	large	3m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SA2.WAV	C1	large	0.02m
crisp_phase3/C1_phase3_large_5m/timit/data/TRAIN/DR1/MGRL0/SX417.WAV	C1	large	5m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	C2	small	1m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MDAC0/SX181.WAV	C2	small	1m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/FDML0/SI1149.WAV	D2	large	1m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/FETB0/SI518.WAV	C2	large	9m
crisp_phase3/C2_phase3_large_1m/timit/data/TRAIN/DR1/MGRL0/SA2.WAV	C2	large	1m
Mobile_Recording/phase3/Moto/large_close/145.wav	Moto	large	0.02m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FDAW0/SA2.WAV	M1	large	5m
crisp_phase3/C1_phase3_small_3m/timit/data/TRAIN/DR1/FECD0/SX248.WAV	C1	small	3m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/FETB0/SX248.WAV	M1	large	3m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/MDAC0/SA2.WAV	M1	large	5m
Mobile_Recording/phase3/Moto/large_close/490.wav	Moto	large	0.02m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/MGRL0/SX57.WAV	M1	large	3m
Mobile_Recording/phase3/Samsung/large_3m/85.wav	Samsung	large	3m
crisp_phase3/C1_phase3_large_3m/timit/data/TRAIN/DR1/MDAC0/SX451.WAV	C1	large	3m
